FirstName,gender
danilo,1
enriqueta,0
benjamin bryan,1
rey,1
nelly,0
eden,0
edgar,1
eutiquio jr.,1
johan,0
melchor,1
gregorio,1
jigger,0
jeffrey,1
necitacio,1
lolita,0
eva canacio,0
nelly,0
alizah,0
leny,0
norma capuyan,0
johnny,1
louie,1
reina almazan,0
chery rose,0
marloun,1
arvy,0
marc richer,1
arthur,1
jocelyn,0
nora e,0
shirley,0
ma. regina,0
randy,1
belinda,0
robinson,1
nancy,0
nicasio,1
francisca,0
gena,0
emy rose,0
cecilia fuentes,0
lilit,0
jhon ronnie,1
medelen,0
jonas,1
ryan christian,1
cepriano,1
robaya,0
rolando,1
judirus,0
march wilhelm,1
bryant caballes,1
ma. cristina,0
ardencia,1
almar,1
luzviminda,0
teresita,0
tricia,0
jennifer,0
adonis,1
arlene,0
anecita,0
ian,1
roel,1
wilfredo buot,1
redento,1
juana,0
mechel,0
daniel,1
clarisse jel,0
august james,1
gregorio,1
elvira,0
mafnylyn,1
evelyn,0
dedelia,0
mylyn,0
archie,1
elemer sr.,1
jonel,1
hermilo,1
emma,0
anita,0
samuel jr.,1
roger,1
diony,1
evelyn,0
artemio,1
crisanta toledo,0
merwelio,1
said,1
elsa,0
karl michael,1
rufinita,0
lee,0
melanie,0
alberto,1
kenneth,1
roel,1
elsie,0
arlene,0
gilbert,1
aurea,0
milo,1
algine,1
remil,1
rosita,0
jovencia noay,0
joann valerio,0
gaudioso,1
lily,0
evangelito,1
florentina,0
a;ma,0
neil john,1
leevan,1
kristel regmal,0
virginia,0
nora,0
jeysette,0
neil joseph,1
noel,1
vernindita caleja,0
myrna,0
nina marie,0
dhoreen,0
doreen,0
marivic,0
remina,0
amalia,0
erlinda,0
mercy,0
michelle,0
lesly fe,0
rama anton,1
saljorine,1
naldo,1
lambert,1
jason joseph,1
jaime,1
marie jean,0
anisa,0
janeth,0
mahlyn,0
glen,1
annabella,0
christian,1
emelinda,0
virgilio,0
milagros,1
maria,0
cherewilda,0
harold,1
marjorie,0
ma.ofelia habana,0
amir hussein,1
elena cansancio,0
princess rhonely,0
rosalia,0
kevin,1
levina,0
ptolome n,1
edensol,0
brulle,1
prescila,0
roberto,1
wesley,1
tarfel ryan,1
roxan,0
glorieta,0
shaurea,0
kim brian,1
roy,1
lind,0
elizabeth,0
jerom,1
sandro,1
daisy,0
gloria,0
lucibel,0
rannel,1
ranylie jane,0
emmanuel jr.,1
anita,0
jonah,1
rachman,1
pedro,1
relita,0
mary jane,0
rosita,0
joselito,1
mariel,0
ma. eunice,0
diosdado,1
sarah mae,0
erwin,1
joey,1
emmerson,1
jerry,1
lucy,0
rizaldy,1
benito l.,1
jache,1
raquel,0
marie jean,0
severino,1
benedick,1
bobby,1
perfecto,1
claudio,1
merlita,0
antonio,1
jose,1
wimalyn,0
elvin eann,1
emmanuel,1
bernie,1
mary jane,0
edgar,1
glind,1
jay,1
reyjin,1
joey,1
del amor,0
ismael,1
miguel kristian,1
jestoni,1
maricel,0
janice lapay,0
marben,1
liela,0
lorna,0
jennyrose,0
joseph,1
macrina,0
diosdado/joy,1
frederico,1
juvy,0
arlyn,0
salvador,1
louisiano,1
melyanie cosep,0
joan w,0
jefferson,1
vilma,0
frenz,1
dionesio,1
reynaldo sr.,1
chelyn,1
isidro jr.,1
gina,0
james,1
agapito,1
ermelinda,0
nelfa orong,0
antonieta reponte,0
rosemarie p,0
jundrick,1
daniela deb,0
joycelin,0
elizabeth,0
giselle wayne,0
shiela marie,0
isidoro,1
edwin,0
roberto,1
evangeline,0
mark john,1
eliezer,1
jett,1
zulito,1
rosalini,0
jay,1
rychie,0
rizalina,0
romel,1
leneth gean,0
ethyl jane,0
richard,1
louie,1
rolando,1
premitiva,0
elejandro,1
ronald,1
gleen eborde,1
isarme,1
liza,0
rose,0
sisinia,0
manolito cabutotan,1
"ma, luisa",0
benjie,1
mark nolen,1
junie,0
jesus calulo,1
gaudencia,0
rhia,0
florencio,1
teodulo,1
gina,0
helen bolante,0
dimas antonio,1
salome,0
ginver,1
ester berna,0
michael,1
marlyna,0
julieta,0
ofelia,0
kim oclaman,1
florabel joy,0
warlito,1
arvin,1
liza,0
crisanto,1
adrian,1
arthuro,1
angelito,1
jaime,1
rosalita,0
roberto,1
reyalyn ababan,0
elpidio,1
romaine therese,0
jucel,0
jubilito,1
elsy,0
reed chris,1
conchita,0
lilibeth,0
nick,1
rachel,0
crystal,0
maria lita,0
moll lemuel,1
corazo,0
peñafrancia obias,0
ruben,1
evan luis,1
alvin,1
brynner,1
belmer,1
rolando,1
efren,1
adonis,1
osmundo,1
vincent,1
archimedes,1
eddielyn,0
letecia,0
leonida,0
remedies calamba,1
lucita,0
berneceto,1
leonardo,1
amelia,0
carissa,0
jesusa,0
jondel,0
rizel gay,0
dominador g,1
wilmer tamala,1
melania,0
lou cliford,1
ella fe,0
fernando f,1
patricia,0
joey,1
jerry,1
rafael,1
alfie,1
sofia dango,0
mark errol,1
erlinda barrete,0
jomar,1
kanee,0
rhonalyn,0
natividad,0
danilo,1
jesusa,0
jemuel,1
remil,1
willy,1
lydia,0
elier mark,1
evelyn,0
editho,1
levien,1
reynaldo,1
margie,0
richard nix,1
buddin,1
gregorio,1
precious nicole,0
carlito,1
cosme,1
leo,1
alfie,1
madelyn,1
alrose,1
ramil,1
marlon,1
emmanuel,1
andres,1
chresyl,0
eden,0
shane,1
violeta d,0
jerry,1
bryan keith,1
mark kristoffer,1
rovy pearl,0
reciel tapayan,1
salvacion,0
zenaida,0
lelanie,0
amy,0
luzviminda,0
marilyn,0
alvin,1
ruby ann,0
roque,1
junie,1
emageline,0
alfonso,1
benjamin,1
karl jenold,1
alma fernandez,0
bless,1
honey lyn,0
arianne,0
diega,0
princess ekie,0
donnerey y,1
eva,0
marlyn malmis,0
ebeniezer,1
madelon,0
lynn,0
melona,0
arnel,1
romulo,1
primitiva asilum,0
william cristobal,1
avelino,1
kendra,0
leonora,0
rechiel,0
maria elena,0
hospecio,1
ma. azha,0
renato jr.,1
anthony,1
alberto,1
alexander aleja,1
richard,1
arvin jay,1
dionesia,0
leonardo,1
sulpicio jr.,1
araceli,0
loida,0
juliana,0
ginalyn,0
beltsasar,1
queen fe,0
dovie madonna,0
melven,0
arlene,0
mayflor,0
jahara,0
jesselie,0
cheemnneelou,0
justina,0
jeah,0
mark anthony,1
jarwin,1
jennifer,0
menalinda pelingon,0
sergio,1
elma,0
jenilyn,0
jade,1
jerry,1
mercedita,0
joseph roam,1
myrna-a.,0
salvacion,0
evaristo,1
edna,0
john banggat,1
annabelle,0
rodella,0
ronnie,1
cheryl,0
rosalie,0
erwin,1
henry,1
mercedita,0
rubielie,0
greg,1
christine joy,0
carlito,1
emelia,0
victor,1
alice,0
primo,1
dexie,1
violeta,0
julieta,0
venancio,1
jennet,0
maureen grace,0
genelyn,0
rolando,1
aljun,1
marilyn,0
lydia,0
raquel,0
joemar,1
randy,1
leo,1
leon,1
ignacia,0
emilio,1
rabie,1
maribel,0
norma,0
lesly,0
r. manggob,0
pacito jr,1
marnelli,0
victoria,0
adelfa,0
geralyn,0
eduardo,1
marivic,0
veronica tolentino,0
policarpa,0
rogelio,1
larry,1
analyn,0
mary grace,0
rondel,1
lester,1
juneth,0
eddiegard,1
editha,0
vilma,0
riza rose,0
salvacion,1
joseraquel,1
giovani,1
archie,1
genoviva,0
argie,1
dranreb,1
mae belibe,0
melvin,1
juneser,1
helen,0
roselle,0
gina,0
nielfa may,0
arriel,1
mariniel,0
lei,0
villamor,0
agripino,1
maricris,0
ivy,0
elsie,0
meluna,0
mary may,0
nino chico,1
rosario,0
nemia,0
liza,0
era mae,0
ma. regina,0
cedie,1
josefina,0
jovan,1
bobby,1
elizaeth,0
eunice,0
felizardo,1
michael angelo,1
roberto,1
agnes,0
leovelyn,0
florita rachel,0
edda,0
ponciano,1
merlyn sual,0
filipinas,0
rodrigo jr.,1
leni,0
jacqueline de,1
glen,1
loise kate,0
ronaldo lacey,1
jevah,0
jeflor,1
edeline,0
armando,1
cresencia,0
romeo,1
bruce p,1
evangelin,0
leopoldo,1
gilbert,1
abraham,1
junrey ca¤ete,1
chrisdelle marie,0
joey,1
glynes,0
carmelita,1
beverlyn,1
florence jhun,1
pindakung,0
marissa diaz,0
rochelle may,0
conchita,0
ginabel,0
bartolome,1
gerald,1
juliet,0
i. ohya,0
danilo d,1
ana marie,0
melvin,1
annalyn,0
john mark,1
yolanda,0
joseph,1
antonio,1
naida,0
wilfredo,1
romeo,1
arthur,1
genita,0
marilou,0
sigundino calimbo,1
lucy,0
rose ann,0
noel,1
maricris,0
bryan,1
meera,0
inez,0
rowel,1
catherine,0
virgilio,1
janete,0
bryann,1
analiza,0
jerry,1
ariel,0
rechie,1
ruth,0
luzminda,0
bernardito jr.,1
eric,1
jerome,1
noli,0
michael,1
jayson,1
enrico jr.,1
jocilyn,0
eduardo,1
rea,0
ramil,1
lucio,1
biev-ann,0
leonor,0
catherine,0
harvey,1
roseller,1
angeline,0
frances,1
grimilen,0
john patrick,1
wilfredo fong,1
juliet,0
raul,1
maria liberty,0
maria rizalita,0
margie,0
flaviana,0
christopher,1
alvin,1
mary jammel,1
joel,1
ruben,1
julius,1
sabino,1
marianne athena,0
hermogena,0
jocelyn lomonsod,0
rudy rickr,1
aileen,0
irene,0
danilo,1
gaudiosa,0
anecito,1
kristina joy,0
gloria,0
allan,1
rovelina,0
isabelo,1
marcelino,1
ma. marieta,0
carmen,0
meliza,0
richard s,1
racilyn,0
lilibeth balagat,0
maria diuina,0
alejandro jose,1
rosalino,1
edna,0
amelo,0
benjamin,1
anabelle,0
lamberto mariano,1
jocelyn,0
priscilla p,0
wilfredo a,1
ofelia,0
manulo,1
alonto,1
nerlita,0
mark anthony,1
lolita,0
anabele,0
ronel,1
andres avan,1
vilma,0
sernil,1
jupy,0
alcher,1
annabelle,0
douglas iii,1
eden,0
ma. salvacion,0
pinky,1
alex,1
julieta,0
dalia,0
arcangel,1
lea,0
marlyn,0
angelo pilones,1
miraflor,0
naome,0
janet,0
lydia,0
nelinda,0
gloria,0
michael,1
veronica,0
estrella,0
evian,1
rose,0
rodolfo,1
jessa jean,0
nelson,1
alcistes,0
leocar,1
rhosebel,0
maria salome,0
gloria,0
angelie,0
sauda,0
jose german,1
josephine,0
benda,0
jessie,1
mark anthony,1
francisco,1
trinidad,0
don francis,1
alvin,1
serlina,0
elizabeth,0
concepcion,1
rogelio,1
france emille,1
eladio,1
zosima m,0
analucia adlawan,0
ronald,1
robert,1
imelda,0
leonora,0
igmedio j,1
gregoria,1
lovely may,0
juliana,0
herminia,0
frances,1
rene,1
ma. delia,0
arlene,0
aiza,0
arlene villacrusis,0
leo,1
benjamine,1
dave barrett,1
cornelio,1
joseph pagsisih,1
kenneth bagasina,0
efren,1
felipe,1
nell sheila,0
rya,1
william,1
michael,1
maria edenjoy,0
nur-in,0
karen reyes,0
consorcia,0
jennyfer,0
andres,1
prigelyn antipunan,0
jessica quiamco,0
lily ann,0
danilo &/or,1
jessie,1
amelia,0
may ann,0
jerlin,1
andy,1
rosel,0
joel,1
simplicia,0
rolyn,0
alieta,0
nenita,0
samuel,1
herwin,1
bernie,1
christopher,1
corazon,0
dave,1
robbie,0
avelina,0
joel,1
daniel,1
valentin,1
augusto,1
teodoro,1
sammy,1
lorimer,1
racilyn,0
tranquilina ojena,0
rosela,0
rosendo,1
bebelyn,0
richard,1
feje,1
anecito,1
bella,0
mona gladys,0
arlene,1
george,1
maribel,0
william cris,1
felix,1
arjay valler,1
jenny,0
gladys,0
teresita,0
dario,1
jeano,0
edwina,0
thelma,0
ronnie,1
janessa rose,0
rahiema,0
glenn arthur,1
lamberto,1
joy,0
rhona,0
marilyn,0
ermondo,1
floro jalua,1
mark glenn,1
isabelita,0
lilibeth,0
severino agbon,1
zizi,0
racel,0
arniel,1
john moses,1
james michael,1
ana,0
felicita,0
melquisedec,1
rayan aet,1
lou,1
graciel ann,0
norma,0
edgardo,1
erlinda,0
adela,0
josephine,0
jennifer torres,0
lloyd jay,1
edwin andrew,1
alberto,1
nestor,1
benigno,1
sinuden,1
teodoro p.,1
wilson,1
neil,1
rowena 9921,1
merlinda acierto,1
jacquiline,0
kimberly,0
shella may,0
nori mea,0
gloria,0
reymark,1
cesar,1
marcrina,0
rogelio,1
rosechiel,0
mark,1
robelyn,1
rey niño,1
jay rommel,1
alvin baller,1
lian jantzen,1
ma.fe,0
arnold,1
edwin,1
arnulfo,1
irish bry,1
ronald,1
genelyn,0
norylyn,0
wilson,1
florserfida,0
perlita,0
daylinda,0
annabelle,0
carmen,0
romeo,1
modesto,1
regino,1
cristy marie,0
marites,0
elisa,0
eronio,1
vilma,0
edgardo,1
romeo,1
lynn,0
marlina,0
albert jr.,1
salvie,0
nora,0
jennibib,0
fe,0
elton john,1
wennie moquia,0
goldena,0
emelita,0
roberto,1
jeford,1
analiza,0
alma chimpuc,0
marilou,0
janmarc,1
arlene,0
rexy,1
sherlisita,0
marilyn,0
laarni,0
elvira,0
harisben,1
mamerto,1
corazon l,0
janny,0
rolando,1
aiza,0
vierna,0
diosdado,1
devorah,0
greshel edo,0
reynaldo,1
marmie grace,0
jorge,1
felicito,1
asher lloyd,1
charttoe,0
april jane,0
nestor,1
alma,0
rasalyn,0
suzette,0
annabelle,0
jhoana,0
epefanio,1
raul,1
angelo,1
joseph,1
jenny,0
vilma,0
celso,1
mary jean,1
kelly,1
leonora,0
perla,0
alfreda bonotan,0
robert,1
luzviminda lui,0
herminia,0
melanie,0
rodolfo,1
daylinda,0
ronde,1
antonio,1
jovito,1
rotchel,0
jeffrey,1
changa bunilla.,1
rochelle tinna,0
cresencia,0
jeril,1
adela,0
sharon rose,0
chainar,0
annie fritce,0
radito,1
annie rose,0
armida,1
elizabeth,0
emely ratilla,0
celyn jane,0
rolen,1
juanito,1
diego,1
arlene yoro,0
agerico,1
gebben,1
jonathan,1
gina,0
joel fa.,1
ronaldo,1
kristine claire,0
fehr,0
dominador,1
ma. jeaneth,0
m. fabre,0
patrick,1
rosalina,0
abner,1
raymarch,1
antonino,0
reymond,1
jemson,1
joemar,1
agnes,0
cristy,0
janet perez,1
albert,1
joelyn quirod,0
joseph,1
rodulfo,1
raylina,0
benjamin,1
jade,0
noel angeles,1
encarnita,0
josephine,0
marilou,0
rouel,1
florentina,0
shellame,0
donita,0
alexander,1
jennifer,0
belly,1
reeve,1
jenica,0
jenelyn,0
bryant,1
aileen,0
meraliza,0
allan,1
ma. gaena,0
melody,0
carlo,1
lydia,0
hilda,0
jake,1
nida,0
virgilio,1
rosendo,1
luz,0
teresita,0
ritche,1
henry,1
carmelita nodado,0
charito,1
perseus,1
maria josefa,0
angelita,0
eleodora,0
theresa,0
jenita,0
jonahec,0
ian irwin,1
jomoc,1
precious nicole,0
ferdinand,1
robbie mar,1
placido,1
naty w,0
marlon,1
portia dagondon,0
violeta,0
rebecca,0
enrico,1
ferdinand,1
nemie lombiso,0
weldy,1
marcelina jomao,0
ma. merlinda,0
elmer,1
cecilia,1
jovita,0
dante,1
jomar,1
glen,1
edmundo,1
lovely,0
fel ceasar,1
esteban p.,1
maria josefina,0
john gilfred,1
rodel,1
redelyn,0
lelis,0
jayrevel,1
henry,1
edna,0
mamerto,1
jeric lazaro,1
sheryl,0
vicente lumanta,1
janet,0
glorger,1
diamela maca-ay,0
elie,1
nilda,0
eujelsa,0
rushiel,1
memia,0
katrina issa,0
lordwin vincent,1
jonrey,1
miraflor,0
tammy,1
guillermo caliwa,1
marion,1
rey,1
agaton,0
nelly,0
andres,1
joseph q,1
angeles,0
norman,1
renie,1
ramil,1
agnes,0
trexie,0
ma. benita,0
jonah,0
ariel,1
fausto,1
corazon,0
leah rose,0
angeling,0
salvador,1
lorelyn,0
mercedes,0
alexander caracol,1
alson,1
john bandiala,1
analene,0
elizabeth ilo,0
laureta,0
vennie,1
gladys ann,0
abegail,0
candid,1
urbana,0
estrella,0
divinagracia,0
monica,0
sharon rose,0
marlon,1
"oliver, el",1
gloria,0
josephine,0
isaac boaya,0
victorio,1
joemar,1
john patrick,1
jecelyn,0
nelson,1
nurcelyn,0
bernardina,0
jinky,0
zenaida,0
venus,0
aldrin,1
norberta,0
aileen,0
mia,0
rosalyn kanan,0
benedicta,0
jane,0
maribelle,0
ma. dolores,0
jerome,1
raymond,1
sherha,0
dennis,1
emmanuel,1
gaudencia alanano,0
miguel,1
kritchel,0
rosalinda,1
ruzzell may,0
charlyn,0
jeric,1
charity magno,0
lyda,0
johnbee,1
christian,1
ernesto,0
beau jared,1
jomar,1
evangeline,0
francia,0
maria,0
cyrus b,1
guilerma,0
nolly,1
jose,1
ian jade,1
cesario sr.,1
roberto,1
mervin,1
veronica,0
bienvenido,1
junriel,1
reynaldo jr.,1
cheryl,0
ivy may,0
constancia,0
danilo,1
ailyn,0
julie ann,0
marian ysabel,0
chambie marie,0
raul,1
tonino,1
james leonil,1
rosalia,0
irene,0
ailine,0
marvin,1
jimmy,1
eleuterio,1
lorena,0
lloyd lester,1
veronica,0
wiendy,0
ladixer,1
arthur,1
sonyboy,1
leilane,0
irene,0
jeannie lynn,0
porferio jr,0
angela,0
mc anthony,1
romeo jr.,1
alejo,1
maridel catimbang,0
oliva,0
gregorio jr.,1
ma. sagrario,0
glicel,0
rey jhon,1
ryan,1
daisy,0
ryan paul,1
melanie,0
ma. teresita,0
angelina,0
rodrigo,1
jessie,1
danny,1
celia,0
c. cruz,1
flotarco,1
josephine,0
socrates sin,1
samuel,1
joey,1
zosimo,1
herminio,1
liza marie,0
nylyn,0
arnel,1
cirila,0
violeta,0
nestor,1
badrudin,1
henry,1
domingo jr.,1
nida,0
salvacion,0
maria christine,0
glenn lou,1
jerlyn,0
clarito,1
arnel,1
emcel,0
e. bracero,0
ian,1
giovanni,1
edwin,1
proserfina,0
vitalico,1
joseph,1
arlito,1
grace,0
allan,1
francia romina,0
jamisly,1
marlyn,0
james,1
calixtra,0
hilmar,1
jackielyn,0
ruther,1
arnalida,0
jose rene,1
"jose, jr.",1
nieves gepala,1
nora amor,0
dominic,1
edward,0
maria flordeliza,0
concordio,1
lolita,0
tirso,1
artemia,0
art,1
angeles,0
renrose,0
joel,1
caryl,1
peregrina,0
monica,0
girlie,0
remegio,1
juanita,0
cathlyn zeresh,0
julie,0
ronel,1
leah richie,0
jera,0
cecile,0
julie,1
ceril grace,0
delmar,1
susana,0
leonora,0
rolly,1
anulfo,1
oscar jr,1
eric,1
christopher,1
jose leon,1
jonalyn fe,0
alsidral,1
delia,0
felino jr.,1
thomas,1
sheryl,0
demrick niel,1
romegio,1
alice,0
gil,1
genita,0
dennis,1
eric,1
romeo,1
keth andria,0
eustacquio,1
diolito,0
meriam,0
alberta banga,0
clarissa,0
breverly cordero,0
jenelyn,0
vergie,0
joan,0
archie,1
mennard,1
elsa,0
monafe,0
marife,0
angelita,0
zyra catherine,0
efipanio,1
jovita,0
allan,1
irma,0
crisostomo,1
julieto,1
gellen,0
kuusela helen,0
rieza,0
richard,1
christopher,1
marites erana,0
regine,0
angelo,1
marjon,1
rey,1
ruffa mae,0
letecia,0
rogelio,1
joseph,1
larry,1
jocelyn,0
milray,1
gina,0
jhonrey,1
avelina,0
nieva mae,0
marlon,1
abelardo,1
lielyn,0
lolita,0
eleanor,0
erolpline,1
lino,1
jonald,1
blessy,0
ester,0
aljun,1
aisabar,0
nena,0
rogelio,1
danecil,0
gerald brian,0
johnjohn,1
julie ann,0
arien dagondon,0
ronald,1
roger,1
jeiffer,1
alfredo,1
agapita,0
ben alfie,1
wilson,1
janibo,1
rebbie ross,0
ruth heresita,0
simplicio,1
jessa mae,0
conrado,1
emily,0
melicia,0
danilo,1
arniel,1
neves,0
jona rose,0
joyce faith,0
rodolfo,1
enerito,1
ana,0
mary ann,0
merlene,0
liezyl,0
avie,0
emilia,0
narcisa reponte,0
annabelle,0
norma,0
mary joyce,0
marilyn,0
myrna,0
christian,1
getty,1
medin,1
gaudencia,0
jonalyn,0
genelyn,0
gina,0
boyet,1
jenelyn,0
magdalena,0
arnaldo,1
juanito g,1
carmela,0
elnie,0
ma.jeanelle,0
benjie,1
mary jean,0
nancy,0
genesis,1
evangeline,0
raquel,0
marilou,0
charlene,0
antonio,1
fe,0
raquel,0
nora,1
mark john,1
anita,0
prudencio,1
rosemarry,0
tommy,1
marilou,0
james,1
liza,0
jessie,1
jessa mea,0
teodora,0
faishia,0
gudella,0
maxima,0
jerome,0
danny,1
eden,0
junie,0
ray,1
sodie,0
richie,1
juvelyn,0
miralyn,0
marina,0
leslie carol,0
alicia,0
marina,0
jocelyn,0
marciano,1
noel,1
juanillo,1
mae ann,0
luzona,0
ma. luzviminda,0
marisa,0
marina,0
ernie,1
leonardo jr,1
roger,1
laudimer,1
ryan,1
eddie,1
marife,0
ramil,1
welhelmina,0
indera,0
alipio,1
ma. fe,0
ronel,1
shiela,0
merc,0
ella cecilia,0
ohm,1
jovany,1
felisa,0
fernando,1
maricel,0
rolando,1
oscar fer,1
hanah,0
mary jane,0
arjelene,0
bernie,1
kimberly anne,0
baby jeaneth,0
buenaventura,1
teresita,0
bonie,1
gloria gloria,0
franklin,1
diane,0
marivel,0
bernalyn rose,0
lebbet,0
bernardita,0
elve,0
jennifer,1
gladys,0
khen,1
haidee,0
dennis,1
danilo,1
aysa,0
roberto jr.,1
roger,1
venancio,1
leonor,0
lorna,0
jeffrey,1
elmer,1
edwin,1
arj william,1
marisol,0
levis,1
nelson,1
ann marie,0
lilia,0
remedio,1
lydia,0
rodel,1
darel morales,1
ma. corazon,0
aragdon,1
ulymark,1
mae ann,0
pacifico,1
lito,1
maryjane,0
rosemarie gadiano,0
marialyn,0
arlyn,0
corazon,0
alejandrino,1
mario,1
norma,0
marvin,1
josie,0
evelyn,0
michael,1
roger,1
leonida,0
lydia,0
carina,0
liezl,0
virginia n,0
bilijo,1
luz,0
ryan joy,1
adelina,0
aubert,1
ethel,0
maricris,0
rosemarie,0
marciana,0
chloe,0
niño paullo,1
kathleen,0
ronnel,1
haidylito,1
ybert bong,1
romulo bayawa,1
salvador,1
melinda,0
anna marie,0
elvira,0
sanny,1
calipa,0
angelito,1
alexander,1
priscilla,0
mario,1
luremae,0
connie,0
julijane,0
aldith,0
shalinar,0
roda,0
florencia,0
dario,1
rob,1
diana jane,0
ana marie,0
leonora,0
ruah,1
emma,0
felnie,1
virginia,0
alex,1
agustina,0
anisa,0
ruel,1
evangeline,0
carol jane,0
joel,1
michael,1
julieta,0
peter jr,1
hanida,0
jessa,0
marck anthony,1
eduardo,1
teofilo sr.,1
antonieto,1
clemente,1
luisa,0
syrel,0
fely,0
merasaul,0
patricia dela,0
edito,1
teresa,0
jessa,0
edna,0
purificacion adonis,0
demosthenes,1
salvacion,0
kalvin jake,1
merlinda,0
celestina,0
rodel,1
racel,1
nida,0
amy,0
rosie,0
jesus,1
maricel,0
elizabeth,0
donatila,0
reynaldo s,1
rey mark,1
gualberto,0
adelita,0
liza,0
marc angelo,1
rex,1
hja. melba,0
roberto,1
ryan,1
anamarie,0
sita,0
eric,1
garryl virtorie,0
florentino,1
rowena,0
alex,1
jaime,1
kate karen,0
erick,1
judelyn,0
josefina,0
editha,0
jonnytra,1
maryline dagpilan,0
fernando pino,1
rafael,1
belen,0
roel,1
kresta krisielyn,0
julius,1
analyn,0
rowen,0
frances victoria,0
andrew charles,1
rolly,1
juvy,0
ma. theresa,0
joel,1
jay-arr,1
fe,0
melda,0
sherdon,1
raynol,1
yolanda,0
ruth rojo,0
basilio,1
maristel,0
romeo,1
alfonso,1
mervin,1
henry,1
vanessa,0
julie s,0
ernesto,1
agnes,0
teresa david,0
ruben,1
karen,0
alfudo,1
evan joe,1
natividad,0
maria corazon,0
metochele,1
triponio,1
romilyn,0
jean,0
lynper john,1
merlit,1
gina,0
elda,0
virgilio,1
rodrigo,1
shirly,0
jerson,1
alvin,1
mary jammel,1
randy,1
alex,1
kurt dale,1
dolores,0
diandra elouise,0
antonio,0
jerome,1
jovy marie,0
angel,0
richard,1
gemma,0
orbigoso,1
kevin,1
alma,0
juanita,0
remegio r,1
harold,1
ronald,1
renato,1
ariel,1
lilibeth,0
ma. janet,0
jenielyn,0
jumdatul,0
cresencio,1
jeffrey,1
marlyn,0
marivic,0
catalina,0
divine,0
nelson,1
ruel,1
leonila,0
felipa,0
julito,1
yolanda evelyn,0
harold,1
eduardo,1
sama,1
arnel,1
ester baldivino,0
dave,1
krysta gia,0
geraldine,0
frank,1
adriel,0
edilberto,0
reynold,1
marlie,0
earl laine,0
lailanie,0
geneline,0
lormie joy,0
badiola,1
janet,0
apharon,1
charles,1
william,1
juanasora,0
ruben,1
ernesto,1
jenus,1
conchita,0
dennis roy,1
misyel,0
feliza,0
c. cruz,1
junmark,1
luis t,1
teresita,0
joebert,1
"nicomedes r.,",1
walter,1
renato,1
shella,0
anna mae,0
flora mae,0
candelaria,0
antonio,1
marilyn,0
vincent,1
judy,0
thelma,0
arvy,0
ritchel,0
kathleen,0
jimmy,1
jummar,1
marites,0
john carlos,1
geraldine,0
emilio jr.,1
juvy,0
emelina,0
vea,0
prumie,1
delia,0
glenne,1
joel,1
emelyn,0
edelyn,0
annabelle,0
argen,0
edilberto,1
honesto ariola,1
rubirosa,0
ruel,1
odona,1
rosalina,0
candelaria,0
dolor,0
camelo,1
digna,0
roger,1
danilo enoc,1
maxima,0
reynaldo,1
karen sunshine,0
maria arlene,1
divina,0
rechelyn,0
milagros,0
marilyn silomenio,0
sammy,1
reynaldo r.,1
julie mae,0
emilie,0
magnolia,0
steev jon,1
angelito,1
dianne,0
cela,0
araceli,0
elenita,0
vicente,1
edwin c,1
noli,1
randy,1
prodencia,0
crispolo,1
"oyao jr.,",1
sandra,0
mary ann,0
milagros,0
helen,0
luzviminda,0
moises escobosa,1
julito,1
veronica,0
joannah marie,0
mano jr.,1
lorna jorda,0
rowell,1
socrates jr,1
jayward,1
marcela,0
lanie,0
engcarnacion,0
princess nelia,0
willy,0
romeo roed,1
marilyn,0
ma. cristina,1
ariel,1
cristy,0
francisco,1
melita,0
rowena pajares,1
norberto,1
estrella,0
rosalie,0
jeffrey,1
analyn,0
jeffrey,1
danilyn,0
merlina,0
jennifer ortillo,0
rufino,1
irene,0
policronio jr,1
honey,0
lagrito a,1
gregorio,1
pedro,1
ma. luisa,0
albern,1
jerry,1
leonardo,1
fermina m,0
aldrin,1
carlito,1
plorida,0
dave,1
eva,0
maria luz,0
laarni,0
betty,0
nelfa,0
albert,1
rey,1
fedelita,0
rose marie,0
lucila,0
imelda,0
welbert,1
herman,1
noemi,0
lenie,0
john joseph,1
robert,1
jestoni,1
maribel,0
concordia,0
ibrahim,1
"ernesto, jr.",1
ruby peraman,1
hanelyn,0
victoria,0
mary chris,0
veolita,0
etchandy,1
nefreeteree,0
socrates,1
angelan,1
roger joshua,1
maning tumimbang,1
jonathan,1
arnel,1
silvino,1
elmer,1
regina,0
ariel,1
aileen may,0
felipe d,1
vivian,0
perlita,0
joebel,1
luzviminda mae,0
ariel,1
meljuine,1
re an,1
merlina,0
jane,0
richard,1
rey,1
nestor,1
chona,0
mercedes cajolo,1
teofilo jr.,1
gabriel,1
carlo,1
dionisia caspe,0
renato,1
normita,0
robert,1
nicasio,1
elijah,1
jessica,0
christine,0
frediswinda,0
dabe james,1
ma. kristine,0
rebecca,0
michael,1
billy ray,1
hilrose,0
rosalinda,0
marilyn,0
analyn,0
elenita,0
sulpicio jr.,1
jose marlon,1
arvin paolo,1
edwin,1
novina,0
tito,1
maricel,0
ma. fe,0
teddy,1
mario,1
simplicio jr,1
roberto,1
picalso,0
rosalito,1
samat,1
mary grace,0
violeta,0
jesus,1
rhodora,0
april rose,0
natividad,0
cristita,0
